genome	path	time	node	b117
EPI_ISL_532409	0.000516348	2020.5956284153	46	0
EPI_ISL_532451	0.000616755	2020.5956284153	58	0
EPI_ISL_532513	0.000434967	2020.59289617486	47	0
EPI_ISL_532532	0.000535304	2020.5956284153	50	0
EPI_ISL_532538	0.00041609	2020.59836065574	55	0
EPI_ISL_532604	0.000549805	2020.5737704918	51	0
EPI_ISL_532616	0.000516375	2020.57650273224	57	0
EPI_ISL_532619	0.000382621	2020.57650273224	44	0
EPI_ISL_532742	0.000683615	2020.56830601093	52	0
EPI_ISL_532784	0.000616717	2020.56830601093	46	0
EPI_ISL_532812	0.00044944	2020.57103825137	46	0
EPI_ISL_532867	0.00065008	2020.54644808743	51	0
EPI_ISL_532872	0.000550711	2020.54371584699	41	0
EPI_ISL_532874	0.000549841	2020.54918032787	46	0
EPI_ISL_532890	0.000594359	2020.55464480874	53	0
EPI_ISL_532935	0.000479612	2020.54918032787	55	0
EPI_ISL_533003	0.000401559	2020.52459016393	43	0
EPI_ISL_533007	0.000549882	2020.54371584699	57	0
EPI_ISL_533035	0.000649944	2020.53825136612	38	0
EPI_ISL_533058	0.000549698	2020.53551912568	37	0
EPI_ISL_533085	0.000501835	2020.53551912568	47	0
EPI_ISL_533181	0.000401516	2020.53551912568	44	0
EPI_ISL_533208	0.000649937	2020.53551912568	38	0
EPI_ISL_533238	0.000516297	2020.45628415301	40	0
EPI_ISL_533247	0.000616729	2020.48360655738	48	0
EPI_ISL_533254	0.000616854	2020.45628415301	39	0
EPI_ISL_533291	0.000516458	2020.45901639344	35	0
EPI_ISL_533379	0.000516336	2020.36885245902	43	0
EPI_ISL_534228	0.000479654	2020.53005464481	53	0
EPI_ISL_534502	0.000635679	2020.62841530055	55	0
EPI_ISL_534555	0.00054976	2020.63387978142	49	0
EPI_ISL_534611	0.000549986	2020.63387978142	50	0
EPI_ISL_534613	0.000583157	2020.63387978142	48	0
EPI_ISL_534690	0.00054977	2020.62568306011	50	0
EPI_ISL_534713	0.000548729	2020.41803278689	39	0
EPI_ISL_534717	0.000449394	2020.42076502732	38	0
EPI_ISL_534732	0.000449433	2020.55737704918	41	0
EPI_ISL_534791	0.000416073	2020.27595628415	50	0
EPI_ISL_534813	0.000272059	2020.22950819672	28	0
EPI_ISL_534924	0.000449433	2020.24863387978	44	0
EPI_ISL_534930	0.000416119	2020.37158469945	47	0
EPI_ISL_534934	0.000349148	2020.2349726776	44	0
EPI_ISL_534997	0.000449498	2020.3087431694	45	0
EPI_ISL_535193	0.0007025	2020.68032786885	49	0
EPI_ISL_535214	0.00068365	2020.67213114754	52	0
EPI_ISL_535227	0.000669175	2020.68032786885	49	0
EPI_ISL_535242	0.00063569	2020.68032786885	49	0
EPI_ISL_535268	0.000345774	2020.41530054645	40	0
EPI_ISL_535288	0.000446042	2020.46174863388	40	0
EPI_ISL_535307	0.00054636	2020.43989071038	48	0
EPI_ISL_535329	0.000479516	2020.44262295082	48	0
EPI_ISL_535413	0.000519226	2020.57650273224	51	0
EPI_ISL_535417	0.000482944	2020.57650273224	48	0
EPI_ISL_535432	0.000550123	2020.5737704918	53	0
EPI_ISL_535455	0.000449578	2020.57923497268	51	0
EPI_ISL_535460	0.000516348	2020.5737704918	51	0
EPI_ISL_535478	0.000234306	2020.57650273224	31	0
EPI_ISL_535497	0.000482934	2020.57923497268	50	0
EPI_ISL_535531	0.000516386	2020.58743169399	50	0
EPI_ISL_535666	0.00036813	2020.42076502732	50	0
EPI_ISL_535669	0.000301182	2020.42076502732	42	0
EPI_ISL_535671	0.000501816	2020.41803278689	47	0
EPI_ISL_535762	0.000482885	2020.19672131148	39	0
EPI_ISL_535795	0.000312426	2020.20218579235	49	0
EPI_ISL_535813	0.000345806	2020.20491803279	45	0
EPI_ISL_535839	0.000368088	2020.20765027322	39	0
EPI_ISL_535887	0.000345767	2020.21584699454	41	0
EPI_ISL_535979	0.000382798000000001	2020.22131147541	64	0
EPI_ISL_536001	0.000301246	2020.22404371585	41	0
EPI_ISL_536061	0.000200766	2020.22404371585	16	0
EPI_ISL_536094	0.00023423	2020.22677595628	24	0
EPI_ISL_536120	0.000554431	2020.22677595628	38	0
EPI_ISL_536158	0.000379292	2020.22950819672	46	0
EPI_ISL_536416	0.000301115	2020.29234972678	22	0
EPI_ISL_536483	0.000750665	2020.5	47	0
EPI_ISL_536588	0.000512997	2020.63387978142	49	0
EPI_ISL_536721	0.000747231	2020.68579234973	70	0
EPI_ISL_536908	0.000649972	2020.61202185792	40	0
EPI_ISL_536993	0.000583309	2020.58469945355	58	0
EPI_ISL_537037	0.000516489000000001	2020.59836065574	62	0
EPI_ISL_537090	0.000501837	2020.59836065574	47	0
EPI_ISL_537092	0.000716891	2020.58196721311	47	0
EPI_ISL_537110	0.000650059	2020.58196721311	51	0
EPI_ISL_537290	0.000234449	2020.24863387978	46	0
EPI_ISL_537295	0.000234502	2020.24863387978	28	0
EPI_ISL_537308	0.00033466	2020.25956284153	39	0
EPI_ISL_537380	0.000717154	2020.55191256831	45	0
EPI_ISL_537560	0.00056893	2020.4043715847	40	0
EPI_ISL_537562	0.000512998	2020.28142076503	48	0
EPI_ISL_537595	0.000234264	2020.20765027322	30	0
EPI_ISL_537646	0.000334652	2020.30327868852	39	0
EPI_ISL_538030	0.000301211	2020.19945355191	45	0
EPI_ISL_538046	0.000270647	2020.20218579235	43	0
EPI_ISL_538151	0.000301206	2020.25136612022	45	0
EPI_ISL_538265	0.000413088	2020.1912568306	40	0
EPI_ISL_538271	0.000446059	2020.4262295082	41	0
EPI_ISL_538348	0.000449518	2020.25136612022	47	0
EPI_ISL_538399	0.000546395	2020.48360655738	51	0
EPI_ISL_538425	0.000301109	2020.46448087432	32	0
EPI_ISL_538434	0.000401492	2020.48360655738	41	0
EPI_ISL_538489	0.00033455	2020.2650273224	21	0
EPI_ISL_538781	0.000482944	2020.27595628415	53	0
EPI_ISL_538789	0.000349107	2020.24316939891	36	0
EPI_ISL_538886	0.000301063	2020.25409836066	21	0
EPI_ISL_538889	0.000449483	2020.26775956284	44	0
EPI_ISL_538954	0.000449376	2020.23224043716	35	0
EPI_ISL_539047	0.000382792	2020.24863387978	37	0
EPI_ISL_539131	0.000349096	2020.21584699454	37	0
EPI_ISL_539474	0.000616591	2020.65300546448	48	0
EPI_ISL_539531	0.000568631	2020.14754098361	34	0
EPI_ISL_539658	0.000583168	2020.63114754098	45	0
EPI_ISL_539683	0.000750386	2020.60655737705	49	0
EPI_ISL_539799	0.000345799	2020.31147540984	46	0
EPI_ISL_539820	0.00033892	2020.24043715847	32	0
EPI_ISL_539824	0.000345877	2020.32240437158	50	0
EPI_ISL_539848	0.000717079	2020.63387978142	41	0
EPI_ISL_539938	0.000579994	2020.65027322404	63	0
EPI_ISL_539999	0.000449609	2020.64754098361	60	0
EPI_ISL_540033	0.000482892	2020.64480874317	38	0
EPI_ISL_540213	0.000616654	2020.66666666667	49	0
EPI_ISL_540322	0.000349217	2020.62568306011	44	0
EPI_ISL_540330	0.000583236	2020.62841530055	55	0
EPI_ISL_540361	0.000702573	2020.65573770492	55	0
EPI_ISL_540402	0.000549926	2020.64480874317	52	0
EPI_ISL_540442	0.000635584	2020.55737704918	47	0
EPI_ISL_540454	0.000616651	2020.55737704918	51	0
EPI_ISL_540535	0.000669017	2020.59016393443	48	0
EPI_ISL_540625	0.000685812	2020.5737704918	41	0
EPI_ISL_540640	0.000669665	2020.65300546448	35	0
EPI_ISL_540664	0.000735869	2020.65300546448	54	0
EPI_ISL_540704	0.000713903	2020.69398907104	50	0
EPI_ISL_540718	0.000680306	2020.70218579235	60	0
EPI_ISL_540833	0.000516418	2020.66393442623	52	0
EPI_ISL_540841	0.000669179	2020.66393442623	57	0
EPI_ISL_541222	0.000412706	2020.65573770492	42	0
EPI_ISL_541233	0.00068026	2020.64754098361	67	0
EPI_ISL_541262	0.00068421	2020.53278688525	58	0
EPI_ISL_541309	0.000513084	2020.55191256831	53	0
EPI_ISL_541455	0.000677665	2020.65573770492	47	0
EPI_ISL_541608	0.000780657	2020.6912568306	75	0
EPI_ISL_541648	0.000825241	2020.70218579235	68	0
EPI_ISL_541678	0.000416028	2020.48360655738	42	0
EPI_ISL_541683	0.000592051000000001	2020.28961748634	59	0
EPI_ISL_541684	0.000616816	2020.53005464481	60	0
EPI_ISL_541711	0.000583410000000001	2020.6174863388	60	0
EPI_ISL_541717	0.000683689000000001	2020.64480874317	60	0
EPI_ISL_541726	0.000449668000000001	2020.43989071038	62	0
EPI_ISL_541739	0.000516498000000001	2020.47267759563	60	0
EPI_ISL_541797	0.000616695	2020.64480874317	60	0
EPI_ISL_541915	0.000602703	2020.59016393443	52	0
EPI_ISL_541916	0.000535268	2020.59016393443	39	0
EPI_ISL_541950	0.000234296	2020.16666666667	35	0
EPI_ISL_542033	0.000579828	2020.51366120219	42	0
EPI_ISL_542098	0.000349149	2020.18306010929	39	0
EPI_ISL_542180	0.000349104	2020.18852459016	36	0
EPI_ISL_542266	0.000383252	2020.16393442623	51	0
EPI_ISL_542295	0.000234216	2020.17759562842	21	0
EPI_ISL_542296	0.000200885	2020.17759562842	36	0
EPI_ISL_542299	0.000234262	2020.18032786885	30	0
EPI_ISL_542414	0.000234287	2020.17213114754	34	0
EPI_ISL_542539	0.000345793	2020.31420765027	41	0
EPI_ISL_542547	0.000613405	2020.31693989071	57	0
EPI_ISL_542580	0.000312366	2020.29508196721	43	0
EPI_ISL_542644	0.000513088	2020.28142076503	59	0
EPI_ISL_542696	0.000513058	2020.28142076503	57	0
EPI_ISL_542757	0.000579935	2020.2650273224	59	0
EPI_ISL_542808	0.000412553	2020.29508196721	36	0
EPI_ISL_542869	0.000482976	2020.3606557377	50	0
EPI_ISL_542872	0.000446164	2020.36612021858	53	0
EPI_ISL_542897	0.000345783	2020.36612021858	43	0
EPI_ISL_543012	0.000334662	2020.43989071038	40	0
EPI_ISL_543017	0.000382619	2020.45081967213	45	0
EPI_ISL_543060	0.000647456	2020.45355191257	66	0
EPI_ISL_543104	0.00041269	2020.45355191257	52	0
EPI_ISL_543119	0.000520982	2020.45628415301	51	0
EPI_ISL_543169	0.000367987	2020.45628415301	35	0
EPI_ISL_543185	0.00033458	2020.45628415301	35	0
EPI_ISL_543235	0.000613344	2020.44262295082	57	0
EPI_ISL_543247	0.000379274	2020.45628415301	50	0
EPI_ISL_543300	0.000379264	2020.45628415301	52	0
EPI_ISL_543313	0.000468375	2020.45628415301	34	0
EPI_ISL_543453	0.000367968	2020.46448087432	29	0
EPI_ISL_543625	0.000580021	2020.45901639344	58	0
EPI_ISL_543700	0.000345813	2020.46994535519	42	0
EPI_ISL_543703	0.000323523	2020.25409836066	45	0
EPI_ISL_543729	0.000334535	2020.47267759563	32	0
EPI_ISL_543919	0.000546622	2020.41256830601	50	0
EPI_ISL_543961	0.000416043	2020.28961748634	45	0
EPI_ISL_543990	0.000446065	2020.43715846995	43	0
EPI_ISL_544006	0.000512939	2020.44262295082	48	0
EPI_ISL_544018	0.000546378	2020.44262295082	48	0
EPI_ISL_544065	0.00033455	2020.44808743169	34	0
EPI_ISL_544086	0.000516337	2020.44535519126	49	0
EPI_ISL_544090	0.000646722	2020.44808743169	54	0
EPI_ISL_544140	0.000446219	2020.44808743169	58	0
EPI_ISL_544146	0.000613336	2020.44808743169	49	0
EPI_ISL_544159	0.000382661	2020.44535519126	47	0
EPI_ISL_544176	0.000479565	2020.45081967213	46	0
EPI_ISL_544275	0.000446095	2020.47267759563	41	0
EPI_ISL_544304	0.000379548	2020.47267759563	42	0
EPI_ISL_544325	0.000349215	2020.47267759563	47	0
EPI_ISL_544356	0.000449406	2020.46994535519	43	0
EPI_ISL_544357	0.000334652	2020.47267759563	39	0
EPI_ISL_544370	0.000379219	2020.46994535519	47	0
EPI_ISL_544402	0.000680311	2020.47267759563	71	0
EPI_ISL_544423	0.000468388	2020.46721311475	35	0
EPI_ISL_544562	0.000479487	2020.46994535519	47	0
EPI_ISL_544575	0.000367988	2020.49180327869	33	0
EPI_ISL_544596	0.000401418	2020.47267759563	35	0
EPI_ISL_544675	0.000512971	2020.48087431694	40	0
EPI_ISL_544767	0.00048298	2020.4781420765	45	0
EPI_ISL_544807	0.000446084	2020.49180327869	46	0
EPI_ISL_544823	0.000301161	2020.27049180328	36	0
EPI_ISL_544845	0.000513576	2020.49180327869	49	0
EPI_ISL_544879	0.000613405	2020.4781420765	65	0
EPI_ISL_544896	0.000646804	2020.4781420765	63	0
EPI_ISL_544902	0.000493037	2020.47540983607	46	0
EPI_ISL_545063	0.000412648	2020.3825136612	47	0
EPI_ISL_545070	0.000446205	2020.34972677596	50	0
EPI_ISL_545125	0.000420358	2020.39071038251	40	0
EPI_ISL_545251	0.000479533	2020.40163934426	46	0
EPI_ISL_545263	0.000379176	2020.40163934426	42	0
EPI_ISL_545285	0.000546367	2020.39617486339	48	0
EPI_ISL_545290	0.000312408	2020.39890710383	46	0
EPI_ISL_545316	0.000512977	2020.40710382514	49	0
EPI_ISL_545348	0.000416061	2020.42076502732	43	0
EPI_ISL_545353	0.00054652	2020.43169398907	60	0
EPI_ISL_545425	0.000345812	2020.42349726776	48	0
EPI_ISL_545432	0.000535272	2020.42076502732	36	0
EPI_ISL_545470	0.000349162	2020.42349726776	46	0
EPI_ISL_545498	0.000349197	2020.42349726776	44	0
EPI_ISL_545557	0.000680297	2020.43442622951	55	0
EPI_ISL_545662	0.000368013	2020.49453551913	35	0
EPI_ISL_545683	0.000379239	2020.49453551913	48	0
EPI_ISL_545724	0.000312425	2020.25136612022	46	0
EPI_ISL_545763	0.000449905000000001	2020.49726775956	63	0
EPI_ISL_545836	0.00033454	2020.49726775956	29	0
EPI_ISL_545957	0.000564204	2020.57103825137	53	0
EPI_ISL_546013	0.000412655	2020.48633879781	47	0
EPI_ISL_546178	0.000479492	2020.4781420765	49	0
EPI_ISL_546284	0.0004014	2020.48087431694	34	0
EPI_ISL_546348	0.000647222	2020.48087431694	57	0
EPI_ISL_546355	0.00054635	2020.48087431694	49	0
EPI_ISL_546368	0.000379133	2020.28961748634	36	0
EPI_ISL_546400	0.000646939	2020.48907103825	57	0
EPI_ISL_546425	0.000446051	2020.48907103825	43	0
EPI_ISL_546440	0.000412609	2020.48907103825	43	0
EPI_ISL_546466	0.000368053	2020.49180327869	39	0
EPI_ISL_546473	0.000580447	2020.49180327869	48	0
EPI_ISL_546500	0.000446168	2020.48907103825	47	0
EPI_ISL_546509	0.000583319	2020.49180327869	44	0
EPI_ISL_546519	0.000501828	2020.48907103825	36	0
EPI_ISL_546545	0.000613478	2020.49180327869	40	0
EPI_ISL_546579	0.000301525	2020.48907103825	46	0
EPI_ISL_546621	0.0004495	2020.49180327869	46	0
EPI_ISL_546632	0.000446062	2020.49180327869	43	0
EPI_ISL_546651	0.000412805	2020.49180327869	59	0
EPI_ISL_546689	0.000613349	2020.49180327869	60	0
EPI_ISL_546820	0.000468576	2020.48360655738	39	0
EPI_ISL_546892	0.000446114	2020.48360655738	51	0
EPI_ISL_546907	0.00064676	2020.48360655738	49	0
EPI_ISL_547022	0.000446172	2020.49180327869	52	0
EPI_ISL_547083	0.000546327	2020.49453551913	50	0
EPI_ISL_547105	0.000483847	2020.49453551913	46	0
EPI_ISL_547138	0.000382902	2020.49180327869	48	0
EPI_ISL_547208	0.000413258	2020.5	38	0
EPI_ISL_547294	0.000446086	2020.47267759563	50	0
EPI_ISL_547353	0.000446116	2020.47540983607	49	0
EPI_ISL_547450	0.000116018	2020.18852459016	12	0
EPI_ISL_547499	0.00038267	2020.15573770492	47	0
EPI_ISL_547534	0.000382656	2020.24863387978	54	0
EPI_ISL_547537	0.000267638	2020.25683060109	17	0
EPI_ISL_547541	0.000680101	2020.57923497268	41	0
EPI_ISL_547574	0.000516544	2020.46448087432	55	0
EPI_ISL_547639	0.000479768	2020.55737704918	56	0
EPI_ISL_547668	0.00044621	2020.50819672131	57	0
EPI_ISL_547681	0.000479506	2020.60655737705	49	0
EPI_ISL_547683	0.000446096	2020.60382513661	39	0
EPI_ISL_547711	0.00041265	2020.62568306011	48	0
EPI_ISL_547725	0.000668865	2020.63661202186	35	0
EPI_ISL_547747	0.000446204	2020.65573770492	57	0
EPI_ISL_547788	0.000650216	2020.67486338798	62	0
EPI_ISL_547807	0.000583384	2020.68579234973	62	0
EPI_ISL_547821	0.000468364	2020.6912568306	41	0
EPI_ISL_547822	0.000602025	2020.6912568306	40	0
EPI_ISL_547825	0.000783723	2020.6912568306	57	0
EPI_ISL_547864	0.000817222	2020.70491803279	59	0
EPI_ISL_547981	0.000549833	2020.6174863388	47	0
EPI_ISL_548046	0.000482934	2020.65300546448	47	0
EPI_ISL_548373	0.000335032	2020.55464480874	42	0
EPI_ISL_548455	0.000368633	2020.48907103825	44	0
EPI_ISL_548464	0.000652834	2020.55191256831	44	0
EPI_ISL_548496	0.000416032	2020.55191256831	46	0
EPI_ISL_548521	0.000434867	2020.56010928962	32	0
EPI_ISL_548541	0.000434942	2020.56557377049	41	0
EPI_ISL_548555	0.000681994	2020.57103825137	49	0
EPI_ISL_548592	0.000471707	2020.59016393443	45	0
EPI_ISL_548609	0.000482895	2020.60655737705	46	0
EPI_ISL_548624	0.000401557	2020.58196721311	47	0
EPI_ISL_548945	0.000616649	2020.35792349727	49	0
EPI_ISL_549005	0.000278933	2020.20218579235	43	0
EPI_ISL_549070	0.000416084	2020.5737704918	52	0
EPI_ISL_549206	0.000680141	2020.66393442623	42	0
EPI_ISL_549221	0.000446115	2020.67486338798	41	0
EPI_ISL_549238	0.000379267	2020.26775956284	50	0
EPI_ISL_549250	0.000349193	2020.34972677596	51	0
EPI_ISL_549440	0.000683890000000001	2020.66393442623	64	0
EPI_ISL_549478	0.0003492	2020.26775956284	45	0
EPI_ISL_549486	0.000385556	2020.2650273224	56	0
EPI_ISL_549523	0.00058321	2020.65573770492	54	0
EPI_ISL_549549	0.000549773	2020.68306010929	42	0
EPI_ISL_549601	0.000719168	2020.68306010929	40	0
EPI_ISL_549618	0.000602191	2020.68306010929	41	0
EPI_ISL_549643	0.000549879	2020.68306010929	51	0
EPI_ISL_549737	0.000516451	2020.6912568306	61	0
EPI_ISL_549740	0.000650199000000001	2020.68306010929	63	0
EPI_ISL_549788	0.000716979	2020.68579234973	62	0
EPI_ISL_549799	0.000449464	2020.68306010929	45	0
EPI_ISL_549818	0.000683617	2020.66120218579	46	0
EPI_ISL_549892	0.000646744	2020.66120218579	57	0
EPI_ISL_549973	0.000583202	2020.66666666667	49	0
EPI_ISL_550017	0.000668997	2020.6693989071	43	0
EPI_ISL_550067	0.000483036	2020.66666666667	63	0
EPI_ISL_550119	0.000738756	2020.67486338798	50	0
EPI_ISL_550129	0.000702463	2020.67213114754	42	0
EPI_ISL_550246	0.000750507	2020.66666666667	59	0
EPI_ISL_550253	0.000750426	2020.67486338798	51	0
EPI_ISL_550292	0.000635623	2020.65846994536	43	0
EPI_ISL_550376	0.000482974	2020.65573770492	52	0
EPI_ISL_550405	0.000616754	2020.66120218579	50	0
EPI_ISL_550439	0.000583245	2020.58196721311	53	0
EPI_ISL_550486	0.000616724	2020.57923497268	52	0
EPI_ISL_550586	0.000794992	2020.66120218579	56	0
EPI_ISL_550592	0.000635626	2020.66120218579	41	0
EPI_ISL_550651	0.000401592	2020.66393442623	44	0
EPI_ISL_550724	0.00082197	2020.66393442623	54	0
EPI_ISL_550729	0.000669092	2020.66393442623	50	0
EPI_ISL_550764	0.000669057	2020.66120218579	49	0
EPI_ISL_550791	0.000516372	2020.66120218579	51	0
EPI_ISL_550894	0.000583217	2020.66666666667	54	0
EPI_ISL_550925	0.000580251	2020.66393442623	61	0
EPI_ISL_551032	0.000683685	2020.66393442623	51	0
EPI_ISL_551069	0.000516474	2020.66393442623	53	0
EPI_ISL_551113	0.000616722	2020.66393442623	52	0
EPI_ISL_551118	0.000602159	2020.66393442623	41	0
EPI_ISL_551324	0.000551116	2020.43989071038	51	0
EPI_ISL_551373	0.000449518	2020.47267759563	49	0
EPI_ISL_551465	0.000382639	2020.47267759563	53	0
EPI_ISL_551476	0.000449511	2020.4781420765	50	0
EPI_ISL_551505	0.000368101	2020.46994535519	45	0
EPI_ISL_551533	0.000468385	2020.47267759563	46	0
EPI_ISL_551612	0.000549841	2020.65027322404	48	0
EPI_ISL_551637	0.000717074	2020.63661202186	50	0
EPI_ISL_551645	0.000672301	2020.64754098361	60	0
EPI_ISL_551676	0.000449614	2020.64754098361	62	0
EPI_ISL_551752	0.000583298	2020.5	40	0
EPI_ISL_551754	0.000579909	2020.5	57	0
EPI_ISL_551766	0.00065011	2020.5	53	0
EPI_ISL_551826	0.000482978	2020.5	50	0
EPI_ISL_551924	0.000516377	2020.65027322404	51	0
EPI_ISL_551954	0.000683645	2020.65027322404	55	0
EPI_ISL_551970	0.000583236	2020.64480874317	50	0
EPI_ISL_552052	0.000683612	2020.65027322404	46	0
EPI_ISL_552197	0.000401457	2020.64754098361	49	0
EPI_ISL_552260	0.000516242	2020.64480874317	35	0
EPI_ISL_552652	0.000646748	2020.63661202186	50	0
EPI_ISL_552688	0.000635595	2020.63661202186	43	0
EPI_ISL_552752	0.000750512	2020.63114754098	53	0
EPI_ISL_552797	0.000449523	2020.46994535519	49	0
EPI_ISL_552846	0.000334582	2020.46994535519	34	0
EPI_ISL_552853	0.000583237	2020.47540983607	50	0
EPI_ISL_552913	0.000494048	2020.46721311475	52	0
EPI_ISL_552948	0.00044955	2020.46994535519	53	0
EPI_ISL_552994	0.000616683	2020.46994535519	42	0
EPI_ISL_553057	0.000705383	2020.62841530055	51	0
EPI_ISL_553081	0.001021278	2020.62841530055	62	0
EPI_ISL_553111	0.000669022	2020.62841530055	43	0
EPI_ISL_553213	0.00065012	2020.62568306011	58	0
EPI_ISL_553228	0.000638486	2020.63114754098	51	0
EPI_ISL_553266	0.000646729	2020.62568306011	48	0
EPI_ISL_553345	0.000549761	2020.47540983607	52	0
EPI_ISL_553358	0.000616629	2020.44535519126	53	0
EPI_ISL_553369	0.000416007	2020.44808743169	45	0
EPI_ISL_553391	0.000549779	2020.44535519126	48	0
EPI_ISL_553394	0.000382701	2020.44535519126	49	0
EPI_ISL_553414	0.000416071	2020.46721311475	50	0
EPI_ISL_553435	0.000583234	2020.45628415301	46	0
EPI_ISL_553532	0.000368106	2020.44535519126	37	0
EPI_ISL_553554	0.000616609	2020.44535519126	53	0
EPI_ISL_553570	0.000449507	2020.46448087432	45	0
EPI_ISL_553616	0.000516448000000001	2020.45628415301	60	0
EPI_ISL_553686	0.000516323	2020.44262295082	45	0
EPI_ISL_553751	0.000482978	2020.43442622951	50	0
EPI_ISL_553775	0.000434975	2020.43442622951	40	0
EPI_ISL_553797	0.000449434	2020.43442622951	41	0
EPI_ISL_553849	0.000460662	2020.43442622951	50	0
EPI_ISL_553890	0.000585229	2020.43442622951	36	0
EPI_ISL_553967	0.000416036	2020.44535519126	46	0
EPI_ISL_554019	0.000494033	2020.43442622951	50	0
EPI_ISL_554048	0.000583804	2020.44808743169	53	0
EPI_ISL_554065	0.000583364	2020.41803278689	47	0
EPI_ISL_554121	0.000717074	2020.44808743169	47	0
EPI_ISL_554304	0.000482969	2020.44535519126	54	0
EPI_ISL_554415	0.00054982	2020.45081967213	48	0
EPI_ISL_554435	0.000483067000000001	2020.45081967213	62	0
EPI_ISL_554436	0.000382655	2020.45081967213	50	0
EPI_ISL_554466	0.000483022	2020.44535519126	55	0
EPI_ISL_554471	0.000401788	2020.44535519126	43	0
EPI_ISL_554509	0.000453775	2020.44808743169	36	0
EPI_ISL_554540	0.000416015	2020.44808743169	45	0
EPI_ISL_554553	0.000468427	2020.44535519126	49	0
EPI_ISL_554568	0.000616617	2020.45081967213	53	0
EPI_ISL_554589	0.00048291	2020.44535519126	44	0
EPI_ISL_554600	0.000494074	2020.43442622951	52	0
EPI_ISL_554607	0.000382538	2020.44262295082	39	0
EPI_ISL_554619	0.000650206	2020.45081967213	47	0
EPI_ISL_554648	0.000325356	2020.43715846995	44	0
EPI_ISL_554739	0.000334653	2020.45355191257	39	0
EPI_ISL_554854	0.00048296	2020.44262295082	55	0
EPI_ISL_554890	0.000482997	2020.44535519126	50	0
EPI_ISL_554902	0.00054974	2020.45901639344	34	0
EPI_ISL_554955	0.000482934	2020.46721311475	47	0
EPI_ISL_554967	0.000494083	2020.44808743169	51	0
EPI_ISL_554991	0.000516375	2020.45628415301	51	0
EPI_ISL_555083	0.000430517	2020.46721311475	44	0
EPI_ISL_555204	0.000549918	2020.45901639344	58	0
EPI_ISL_555261	0.000549907	2020.45355191257	54	0
EPI_ISL_555296	0.000416016	2020.46448087432	45	0
EPI_ISL_555454	0.000494053	2020.43989071038	52	0
EPI_ISL_555463	0.000550414	2020.45901639344	44	0
EPI_ISL_555583	0.00048296	2020.46448087432	47	0
EPI_ISL_555591	0.000416039	2020.50273224044	47	0
EPI_ISL_555630	0.000416059	2020.43169398907	41	0
EPI_ISL_555664	0.000516415	2020.46448087432	52	0
EPI_ISL_555702	0.000349164	2020.44808743169	47	0
EPI_ISL_555744	0.00054979	2020.45355191257	44	0
EPI_ISL_555748	0.00041718	2020.44535519126	47	0
EPI_ISL_555776	0.000449539	2020.45081967213	44	0
EPI_ISL_555806	0.000482912	2020.43989071038	52	0
EPI_ISL_555810	0.000382552	2020.45628415301	44	0
EPI_ISL_555869	0.000583283	2020.46174863388	53	0
EPI_ISL_555875	0.000594364	2020.57650273224	54	0
EPI_ISL_555969	0.000494077	2020.46174863388	51	0
EPI_ISL_556099	0.000449489	2020.5	41	0
EPI_ISL_556119	0.00038265	2020.49726775956	50	0
EPI_ISL_556125	0.000616649	2020.50546448087	46	0
EPI_ISL_556132	0.000549806	2020.5	54	0
EPI_ISL_556148	0.000516355	2020.50819672131	47	0
EPI_ISL_556298	0.000549836	2020.46448087432	50	0
EPI_ISL_556307	0.000416061	2020.45628415301	46	0
EPI_ISL_556332	0.000499801	2020.46448087432	51	0
EPI_ISL_556360	0.00044954	2020.45901639344	52	0
EPI_ISL_556370	0.000349169	2020.44262295082	44	0
EPI_ISL_556422	0.000449568	2020.45081967213	48	0
EPI_ISL_556518	0.000449439	2020.55191256831	46	0
EPI_ISL_556538	0.000650108	2020.54918032787	44	0
EPI_ISL_556542	0.000382576	2020.55191256831	40	0
EPI_ISL_556594	0.000549771	2020.48087431694	52	0
EPI_ISL_556649	0.000616936	2020.54098360656	44	0
EPI_ISL_556656	0.00061663	2020.54371584699	44	0
EPI_ISL_556756	0.000549768	2020.53551912568	46	0
EPI_ISL_556766	0.000683608	2020.53551912568	51	0
EPI_ISL_556786	0.000482994	2020.53825136612	57	0
EPI_ISL_556889	0.000683493	2020.55191256831	47	0
EPI_ISL_556910	0.000549778	2020.56284153005	47	0
EPI_ISL_556930	0.000549965	2020.54918032787	47	0
EPI_ISL_556952	0.000616582	2020.55191256831	36	0
EPI_ISL_557078	0.000583232	2020.48360655738	47	0
EPI_ISL_557101	0.000483324	2020.49180327869	49	0
EPI_ISL_557105	0.000416082	2020.4781420765	49	0
EPI_ISL_557118	0.000650046	2020.4781420765	53	0
EPI_ISL_557162	0.00061668	2020.4781420765	45	0
EPI_ISL_557170	0.000649942	2020.53278688525	33	0
EPI_ISL_557179	0.000583183	2020.53825136612	38	0
EPI_ISL_557217	0.000384646	2020.53825136612	36	0
EPI_ISL_557276	0.000583301	2020.53825136612	48	0
EPI_ISL_557317	0.000616667	2020.53551912568	51	0
EPI_ISL_557398	0.000546485	2020.49180327869	55	0
EPI_ISL_557432	0.0006807	2020.54098360656	68	0
EPI_ISL_557525	0.000616667	2020.53551912568	48	0
EPI_ISL_557573	0.000382666	2020.49180327869	46	0
