genome	path	time	node	continent
EPI_ISL_445589	0.000367432	2020.25956284153	70	Europe
EPI_ISL_445619	0.000267218	2020.2650273224	42	Europe
EPI_ISL_445637	0.000544275	2020.26775956284	64	Europe
EPI_ISL_445709	0.000479046	2020.27322404372	66	Europe
EPI_ISL_445745	0.000166962	2020.27868852459	29	Europe
EPI_ISL_445823	0.000334008	2020.27049180328	62	Europe
EPI_ISL_445842	0.000233773	2020.2650273224	32	Europe
EPI_ISL_445916	0.000334015	2020.24863387978	43	Europe
EPI_ISL_445931	0.000434555	2020.24590163934	77	Europe
EPI_ISL_445951	0.000467667	2020.24863387978	79	Europe
EPI_ISL_446039	0.000333885	2020.27049180328	54	Europe
EPI_ISL_446047	0.000401016	2020.27322404372	65	Europe
EPI_ISL_446067	0.000200821	2020.2650273224	19	Europe
EPI_ISL_446115	0.000233846	2020.2650273224	46	Europe
EPI_ISL_446130	0.00036754	2020.2650273224	57	Europe
EPI_ISL_446213	0.000300694	2020.26229508197	66	Europe
EPI_ISL_446224	0.000300686	2020.26229508197	50	Europe
EPI_ISL_446242	0.000300979	2020.26229508197	41	Europe
EPI_ISL_446257	0.000267332	2020.29234972678	53	Europe
EPI_ISL_446307	0.000300514	2020.26775956284	34	Europe
EPI_ISL_446634	0.000534394	2020.27049180328	82	Europe
EPI_ISL_446741	0.000400765	2020.28415300546	65	Europe
EPI_ISL_446762	0.000300485	2020.30327868852	31	Europe
EPI_ISL_446795	0.000267212	2020.30327868852	50	Europe
EPI_ISL_446835	0.000234058	2020.2868852459	34	Europe
EPI_ISL_447017	0.000312167	2020.24590163934	76	Asia
EPI_ISL_447044	0.000545445	2020.33606557377	75	Asia
EPI_ISL_447052	0.000267198	2020.33333333333	44	Asia
EPI_ISL_447077	0.000311786	2020.30054644809	61	North America
EPI_ISL_447082	0.000322902	2020.26229508197	62	North America
EPI_ISL_447115	0.000311852	2020.26229508197	73	North America
EPI_ISL_447190	0.000345196	2020.29781420765	68	North America
EPI_ISL_447191	0.000278519000000001	2020.20218579235	76	North America
EPI_ISL_447221	0.00031184	2020.2131147541	61	North America
EPI_ISL_447237	0.000434122	2020.31147540984	46	Africa
EPI_ISL_447245	0.000370657	2020.31147540984	63	Africa
EPI_ISL_447252	0.000434087	2020.15027322404	30	Asia
EPI_ISL_447253	0.000100241	2020.1912568306	19	Asia
EPI_ISL_447264	0.000478750000000001	2020.25136612022	82	Asia
EPI_ISL_447267	0.000167137	2020.24316939891	21	Asia
EPI_ISL_447307	0.000445316	2020.22131147541	69	Asia
EPI_ISL_447367	0.000378634	2020.24863387978	68	Asia
EPI_ISL_447384	0.000311801	2020.24590163934	57	Asia
EPI_ISL_447386	0.000412182000000001	2020.24316939891	88	Asia
EPI_ISL_447440	0.000311747	2020.25136612022	52	Asia
EPI_ISL_447449	0.000244981	2020.24043715847	51	Asia
EPI_ISL_447452	0.000378751000000001	2020.30601092896	86	Asia
EPI_ISL_447463	0.000311787	2020.28961748634	60	Asia
EPI_ISL_447464	0.000200432	2020.2868852459	41	Asia
EPI_ISL_447469	0.000278529	2020.28415300546	77	Asia
EPI_ISL_447506	0.00033415	2020.24316939891	68	Europe
EPI_ISL_447517	0.000400746	2020.24863387978	57	Europe
EPI_ISL_447530	0.00030113	2020.24590163934	71	Europe
EPI_ISL_447570	0.000333995	2020.24863387978	50	Asia
EPI_ISL_447598	0.000369758	2020.30601092896	59	Africa
EPI_ISL_447606	0.000274496	2020.3087431694	64	Africa
EPI_ISL_447615	0.000233825	2020.2131147541	31	Asia
EPI_ISL_447755	0.000334309	2020.24590163934	57	South America
EPI_ISL_447760	0.000300571	2020.24590163934	53	South America
EPI_ISL_447768	0.000278484	2020.24590163934	67	South America
EPI_ISL_447791	0.000311775	2020.25409836066	64	South America
EPI_ISL_447833	0.000300624	2020.22404371585	58	Europe
EPI_ISL_447834	0.000300664	2020.22404371585	61	Europe
EPI_ISL_447848	0.000300605	2020.24863387978	45	Asia
EPI_ISL_447850	0.000267168	2020.24863387978	37	Asia
EPI_ISL_447853	0.00020034	2020.24863387978	27	Asia
EPI_ISL_447893	0.000378542	2020.25409836066	67	North America
EPI_ISL_447903	0.000434081	2020.2650273224	48	North America
EPI_ISL_447921	0.000267165	2020.19672131148	35	Asia
EPI_ISL_447964	0.000367417	2020.32513661202	60	Europe
EPI_ISL_448016	0.000367429	2020.33333333333	62	Europe
EPI_ISL_448028	0.00040124	2020.3306010929	69	Europe
EPI_ISL_448056	0.000367443	2020.3306010929	69	Europe
EPI_ISL_448163	0.000411935	2020.27868852459	70	Europe
EPI_ISL_448182	0.000333932	2020.28142076503	44	Europe
EPI_ISL_448184	0.000267172	2020.28415300546	44	Europe
EPI_ISL_448185	0.000166998	2020.28415300546	18	Europe
EPI_ISL_448195	0.000334376	2020.30327868852	67	Europe
EPI_ISL_448204	0.000334041	2020.30327868852	63	Europe
EPI_ISL_448216	0.000400707	2020.30601092896	54	Europe
EPI_ISL_448224	0.000245799	2020.29234972678	48	Europe
EPI_ISL_448226	0.000467552	2020.29508196721	74	Europe
EPI_ISL_448272	0.000334086	2020.2868852459	62	Europe
EPI_ISL_448288	0.0002673	2020.28415300546	61	Europe
EPI_ISL_448289	0.000334057	2020.28415300546	65	Europe
EPI_ISL_448295	0.000334038	2020.2868852459	66	Europe
EPI_ISL_448297	0.000267221	2020.28415300546	51	Europe
EPI_ISL_448324	0.000300642	2020.30601092896	49	Europe
EPI_ISL_448331	0.000367618	2020.3087431694	62	Europe
EPI_ISL_448341	0.00036743	2020.3087431694	68	Europe
EPI_ISL_448348	0.00026725	2020.30601092896	48	Europe
EPI_ISL_448350	0.000304949	2020.32786885246	43	Europe
EPI_ISL_448351	0.000333949	2020.32786885246	52	Europe
EPI_ISL_448379	0.000300608	2020.3306010929	47	Europe
EPI_ISL_448401	0.000534367	2020.3306010929	79	Europe
EPI_ISL_448420	0.00033397	2020.32513661202	50	Europe
EPI_ISL_448463	0.000267329	2020.2650273224	46	Europe
EPI_ISL_448468	0.000445271	2020.25956284153	59	Europe
EPI_ISL_448494	0.000367374	2020.26229508197	58	Europe
EPI_ISL_448512	0.000233716	2020.26229508197	30	Europe
EPI_ISL_448515	0.000367423	2020.26229508197	63	Europe
EPI_ISL_448520	0.000313591	2020.26229508197	66	Europe
EPI_ISL_448536	0.000445266	2020.25683060109	59	Europe
EPI_ISL_448778	0.000378591	2020.26775956284	73	Europe
EPI_ISL_448802	0.000334123000000001	2020.2650273224	73	Europe
EPI_ISL_448809	0.000367469000000001	2020.26775956284	73	Europe
EPI_ISL_448955	0.000400773	2020.24043715847	63	Europe
EPI_ISL_448959	0.000400762	2020.23770491803	66	Europe
EPI_ISL_448973	0.000400862000000001	2020.23770491803	75	Europe
EPI_ISL_448996	0.000204877	2020.26775956284	44	Europe
EPI_ISL_449004	0.000334017	2020.29781420765	62	Europe
EPI_ISL_449010	0.000334037	2020.29781420765	61	Europe
EPI_ISL_449013	0.000367364	2020.27049180328	59	Europe
EPI_ISL_449019	0.000267214	2020.30054644809	48	Europe
EPI_ISL_449020	0.000400981	2020.29781420765	59	Europe
EPI_ISL_449025	0.000367442	2020.30054644809	62	Europe
EPI_ISL_449038	0.000300613	2020.33879781421	48	Europe
EPI_ISL_449051	0.000333953	2020.33879781421	53	Europe
EPI_ISL_449055	0.000267305	2020.33879781421	61	Europe
EPI_ISL_449094	0.000300689	2020.34426229508	61	Europe
EPI_ISL_449109	0.000367347	2020.26775956284	60	Europe
EPI_ISL_449143	0.000267233	2020.26775956284	46	Europe
EPI_ISL_449146	0.000233785	2020.26775956284	34	Europe
EPI_ISL_449175	0.000434155	2020.29508196721	52	Europe
EPI_ISL_449178	0.000334024	2020.3087431694	54	Europe
EPI_ISL_449204	0.000445393	2020.31693989071	59	Europe
EPI_ISL_449209	0.000367394	2020.32240437158	63	Europe
EPI_ISL_449246	0.000100222	2020.31693989071	11	Europe
EPI_ISL_449257	0.000467441	2020.32240437158	58	Europe
EPI_ISL_449281	0.000300737	2020.30327868852	64	Europe
EPI_ISL_449289	0.000300742	2020.30054644809	64	Europe
EPI_ISL_449326	0.000467446	2020.31967213115	62	Europe
EPI_ISL_449633	0.000301176	2020.25683060109	52	Europe
EPI_ISL_449657	0.000400745	2020.27595628415	57	Europe
EPI_ISL_449659	0.000334017	2020.27595628415	59	Europe
EPI_ISL_449672	0.000309778	2020.2868852459	54	Europe
EPI_ISL_449674	0.000300943	2020.2868852459	56	Europe
EPI_ISL_449696	0.000434501000000001	2020.2868852459	82	Europe
EPI_ISL_449704	0.000333978	2020.28961748634	54	Europe
EPI_ISL_449716	0.000334297	2020.28961748634	62	Europe
EPI_ISL_449793	0.000378521	2020.25136612022	64	Europe
EPI_ISL_449819	0.000345144	2020.2650273224	62	North America
EPI_ISL_449838	0.000311802	2020.26229508197	62	North America
EPI_ISL_449857	0.000345154	2020.26775956284	67	North America
EPI_ISL_449885	0.000345191	2020.26775956284	71	North America
EPI_ISL_449952	0.000345777	2020.28415300546	72	North America
EPI_ISL_449983	0.000267161	2020.2868852459	30	North America
EPI_ISL_449999	0.000345191	2020.28415300546	70	North America
EPI_ISL_450036	0.000311794	2020.22677595628	65	North America
EPI_ISL_450094	0.000334729	2020.19398907104	73	North America
EPI_ISL_450136	0.000171499	2020.2131147541	41	North America
EPI_ISL_450153	0.000367382	2020.21584699454	64	North America
EPI_ISL_450159	0.000312027	2020.21584699454	67	North America
EPI_ISL_450161	0.0003119	2020.21584699454	74	North America
EPI_ISL_450164	0.000345178	2020.21857923497	68	North America
EPI_ISL_450166	0.000311904000000001	2020.21857923497	79	North America
EPI_ISL_450188	0.000133523	2020.26229508197	10	Asia
EPI_ISL_450194	0.000311854	2020.2131147541	71	Oceania
EPI_ISL_450251	0.000467537	2020.30054644809	64	Europe
EPI_ISL_450270	0.000267281	2020.30327868852	57	Europe
EPI_ISL_450271	0.000367385	2020.30327868852	62	Europe
EPI_ISL_450277	0.000434248	2020.30601092896	65	Europe
EPI_ISL_450292	0.000300456	2020.30327868852	29	Europe
EPI_ISL_450295	0.000434233	2020.27595628415	72	Europe
EPI_ISL_450326	0.000300635	2020.24863387978	50	Asia
EPI_ISL_450459	0.000334083	2020.22950819672	67	North America
EPI_ISL_450471	0.000100209	2020.2131147541	18	North America
EPI_ISL_450487	0.00010023	2020.24590163934	20	North America
EPI_ISL_450539	0.000267165	2020.20218579235	30	North America
EPI_ISL_450547	0.000334326	2020.25409836066	35	North America
EPI_ISL_450553	0.000200452	2020.2650273224	44	North America
EPI_ISL_450636	0.000345201	2020.24316939891	69	North America
EPI_ISL_450710	0.000345191	2020.28415300546	68	North America
EPI_ISL_450713	0.000300565	2020.29508196721	44	North America
EPI_ISL_450728	0.000233845	2020.24043715847	44	Europe
EPI_ISL_450731	0.00023379	2020.24590163934	30	Europe
EPI_ISL_450740	0.000312921	2020.24316939891	48	Asia
EPI_ISL_450793	0.000233852	2020.18579234973	44	North America
EPI_ISL_450806	0.000311813	2020.26775956284	65	North America
EPI_ISL_450812	0.000345236	2020.25956284153	76	Europe
EPI_ISL_450814	0.000367391	2020.30601092896	61	Europe
EPI_ISL_450816	0.000267055	2020.30601092896	19	Europe
EPI_ISL_450820	0.000345237	2020.31147540984	71	Europe
EPI_ISL_450827	0.000434069	2020.31967213115	59	Europe
EPI_ISL_450839	0.000400875	2020.34426229508	75	Asia
EPI_ISL_451077	0.000311869	2020.21038251366	71	Oceania
EPI_ISL_451084	0.000300596	2020.22131147541	52	Oceania
EPI_ISL_451099	0.0003119	2020.2349726776	75	Oceania
EPI_ISL_451137	0.000200433	2020.22677595628	35	Oceania
EPI_ISL_451141	0.000200472	2020.23224043716	29	Oceania
EPI_ISL_451151	0.000545498000000001	2020.34153005464	86	Asia
EPI_ISL_451220	0.00041196	2020.31967213115	71	North America
EPI_ISL_451225	0.000478716	2020.32786885246	74	North America
EPI_ISL_451273	0.000412011	2020.34972677596	78	North America
EPI_ISL_451287	0.000445315	2020.34699453552	71	North America
EPI_ISL_451290	0.000411945	2020.34426229508	72	North America
EPI_ISL_451310	0.000300659	2020.23770491803	63	Europe
EPI_ISL_451318	6.6844e-05	2020.13387978142	12	Asia
EPI_ISL_451379	0.000100228	2020.06010928962	20	Asia
EPI_ISL_451382	0.000166941	2020.06557377049	19	Asia
EPI_ISL_451414	0.000412039000000001	2020.23224043716	85	North America
EPI_ISL_451416	0.000345244	2020.23224043716	68	North America
EPI_ISL_451427	0.000400588	2020.21584699454	38	North America
EPI_ISL_451435	0.000378593	2020.21584699454	71	North America
EPI_ISL_451543	0.000279552	2020.23770491803	69	Oceania
EPI_ISL_451544	0.000311915	2020.22677595628	76	Oceania
EPI_ISL_451557	0.000187667	2020.24590163934	14	Oceania
EPI_ISL_451558	0.00036748	2020.26775956284	73	Oceania
EPI_ISL_451602	0.000268125	2020.22677595628	43	Oceania
EPI_ISL_451624	0.000234749	2020.29781420765	41	Oceania
EPI_ISL_451646	0.000567719	2020.30601092896	79	Europe
EPI_ISL_451661	0.000334009	2020.34153005464	59	Europe
EPI_ISL_451727	0.000267431	2020.20491803279	19	Europe
EPI_ISL_451736	0.000269261	2020.20491803279	63	Europe
EPI_ISL_451747	0.000311792	2020.22950819672	61	Europe
EPI_ISL_451748	0.000334094	2020.22950819672	58	Europe
EPI_ISL_451751	0.000504047	2020.22950819672	70	Europe
EPI_ISL_451800	0.000311842	2020.24316939891	71	Europe
EPI_ISL_451846	0.000233947	2020.24590163934	64	Europe
EPI_ISL_451849	0.000300649	2020.24590163934	61	Europe
EPI_ISL_451886	0.000300863	2020.26229508197	55	Europe
EPI_ISL_451982	0.000367413	2020.24043715847	65	Europe
EPI_ISL_452023	0.000200411	2020.1912568306	35	Europe
EPI_ISL_452043	0.000367392	2020.28415300546	62	Europe
EPI_ISL_452059	0.000333946	2020.31693989071	49	Europe
EPI_ISL_452062	0.000414795	2020.31967213115	71	Europe
EPI_ISL_452076	0.000367302	2020.32240437158	49	Europe
EPI_ISL_452091	0.000367321	2020.31693989071	48	Europe
EPI_ISL_452093	0.000311816	2020.28415300546	68	Europe
EPI_ISL_452101	0.000334027	2020.2349726776	51	Europe
EPI_ISL_452104	0.000200467	2020.25683060109	43	Europe
EPI_ISL_452151	0.000300561	2020.28415300546	51	Europe
EPI_ISL_452181	0.000267491	2020.22131147541	41	Europe
EPI_ISL_452189	0.000334006	2020.24863387978	59	Europe
EPI_ISL_452214	0.00036739	2020.2650273224	62	Asia
EPI_ISL_452217	0.000434152	2020.31693989071	65	Asia
EPI_ISL_452232	0.000200355	2020.22404371585	30	Europe
EPI_ISL_452256	0.0001003	2020.17486338798	28	Europe
EPI_ISL_452282	0.000411922	2020.32786885246	69	North America
EPI_ISL_452283	0.000311933	2020.3306010929	63	North America
EPI_ISL_452284	0.00041203	2020.3306010929	69	North America
EPI_ISL_452298	0.000304906	2020.20765027322	35	North America
EPI_ISL_452348	0.000467421	2020.21038251366	59	Asia
EPI_ISL_452352	0.000300541	2020.17486338798	44	Asia
EPI_ISL_452367	0.000267213	2020.26229508197	21	Europe
EPI_ISL_452371	0.000233664	2020.24863387978	18	Europe
EPI_ISL_452372	0.000233681	2020.23770491803	17	Europe
EPI_ISL_452392	0.000233909	2020.20765027322	18	Europe
EPI_ISL_452397	0.000267101	2020.20491803279	21	Europe
EPI_ISL_452426	0.000200252	2020.19672131148	17	Europe
EPI_ISL_452436	0.00020032	2020.19398907104	19	Europe
EPI_ISL_452459	0.000133571	2020.19672131148	12	Europe
EPI_ISL_452481	6.6836e-05	2020.21857923497	9	Europe
EPI_ISL_452487	0.000267287	2020.21857923497	57	Europe
EPI_ISL_452510	0.000267602	2020.20765027322	74	Europe
EPI_ISL_452570	0.000200307	2020.23224043716	17	Europe
EPI_ISL_452588	0.000181422	2020.24043715847	7	Europe
EPI_ISL_452593	0.000300715	2020.23224043716	63	Europe
EPI_ISL_452597	0.000267272	2020.23224043716	56	Europe
EPI_ISL_452618	4.047e-05	2020.23770491803	6	Europe
EPI_ISL_452630	0.000601008	2020.23770491803	63	Europe
EPI_ISL_452636	0.000367531	2020.23770491803	59	Europe
EPI_ISL_452678	0.000133574	2020.22950819672	12	Europe
EPI_ISL_452716	0.000166968	2020.18306010929	17	Europe
EPI_ISL_452727	0.000300656	2020.18579234973	20	Europe
EPI_ISL_452801	0.000381358	2020.25409836066	62	North America
EPI_ISL_452819	0.000411898	2020.28961748634	68	North America
EPI_ISL_452824	0.000345238	2020.30054644809	72	North America
EPI_ISL_452841	0.00034516	2020.30601092896	61	North America
EPI_ISL_452843	0.000400778	2020.30601092896	65	North America
EPI_ISL_452851	0.000445423000000001	2020.30327868852	88	North America
EPI_ISL_452872	0.00043416	2020.36338797814	66	Europe
EPI_ISL_452882	0.000367366	2020.35792349727	54	Europe
EPI_ISL_452918	0.000300544	2020.34699453552	42	Europe
EPI_ISL_452947	0.000367382	2020.36338797814	57	Europe
EPI_ISL_452959	0.000367418	2020.3606557377	63	Europe
EPI_ISL_453086	0.000334369	2020.30054644809	68	Europe
EPI_ISL_453101	0.000301015	2020.32240437158	63	Europe
EPI_ISL_453105	0.000267192	2020.28415300546	49	Europe
EPI_ISL_453114	0.000367414	2020.30327868852	59	Europe
EPI_ISL_453125	0.000367424	2020.31147540984	63	Europe
EPI_ISL_453141	0.000367654	2020.35519125683	54	Europe
EPI_ISL_453142	0.000404644	2020.35519125683	64	Europe
EPI_ISL_453166	0.0002338	2020.24863387978	39	Europe
EPI_ISL_453180	0.000400732	2020.36885245902	56	Europe
EPI_ISL_453193	0.00027276	2020.37431693989	64	Europe
EPI_ISL_453452	0.000367663	2020.3306010929	62	Europe
EPI_ISL_453467	0.000367235000000001	2020.22677595628	75	Europe
EPI_ISL_453499	0.000271614	2020.23770491803	40	Europe
EPI_ISL_453544	0.000634459000000001	2020.31147540984	84	Europe
EPI_ISL_453559	0.000238257	2020.31420765027	43	Europe
EPI_ISL_453604	0.000300618	2020.30601092896	48	Europe
EPI_ISL_453616	0.000434235	2020.34153005464	67	Europe
EPI_ISL_453641	0.000467517	2020.3087431694	63	Europe
EPI_ISL_453696	0.000367389	2020.30054644809	63	Europe
EPI_ISL_453746	0.000367383	2020.3087431694	56	Europe
EPI_ISL_453836	0.000233609	2020.22950819672	13	Europe
EPI_ISL_453840	3.3476e-05	2020.22404371585	12	Europe
EPI_ISL_453860	0.000334128	2020.2349726776	64	Europe
EPI_ISL_453898	0.000434183	2020.23770491803	71	Europe
EPI_ISL_453913	0.000401164	2020.24043715847	54	Europe
EPI_ISL_453915	0.000300826	2020.23770491803	49	Europe
EPI_ISL_453925	0.000334009	2020.24316939891	65	Europe
EPI_ISL_453931	0.000401583	2020.24316939891	51	Europe
EPI_ISL_453944	0.000401775	2020.24590163934	54	Europe
EPI_ISL_453965	0.000300717	2020.25136612022	41	Europe
EPI_ISL_453992	0.000238589	2020.25956284153	41	Europe
EPI_ISL_453999	0.000369162	2020.30054644809	62	Europe
EPI_ISL_454026	0.000367717	2020.19945355191	55	Europe
EPI_ISL_454051	0.000367572	2020.20765027322	65	Europe
EPI_ISL_454086	0.000314009	2020.2131147541	68	Europe
EPI_ISL_454089	0.000334218	2020.2131147541	43	Europe
EPI_ISL_454114	0.000434826	2020.29508196721	57	Europe
EPI_ISL_454171	0.000568781	2020.2349726776	77	Europe
EPI_ISL_454208	0.000334017	2020.24590163934	53	Europe
EPI_ISL_454235	0.000267254	2020.2131147541	31	Europe
EPI_ISL_454274	0.000401178	2020.2650273224	57	Europe
EPI_ISL_454298	0.000446226	2020.27595628415	58	Europe
EPI_ISL_454304	0.000401039	2020.31147540984	65	Europe
EPI_ISL_454311	0.000380433	2020.23770491803	77	Europe
EPI_ISL_454329	0.000334074	2020.19672131148	70	Europe
EPI_ISL_454344	0.000367475	2020.22950819672	65	Europe
EPI_ISL_454379	0.000412089000000001	2020.25136612022	89	North America
EPI_ISL_454440	0.000311717	2020.18579234973	54	Europe
EPI_ISL_454446	0.000287805	2020.18852459016	71	Europe
EPI_ISL_454493	0.000434157	2020.18579234973	73	Europe
EPI_ISL_454494	0.000233798	2020.18032786885	41	Europe
EPI_ISL_454498	0.000267052	2020.28415300546	19	Asia
EPI_ISL_454528	0.000433997	2020.20765027322	27	Asia
EPI_ISL_454529	0.000334007	2020.21857923497	62	Asia
EPI_ISL_454531	0.000133569	2020.22131147541	15	Asia
EPI_ISL_454542	0.000267225	2020.24316939891	43	Asia
EPI_ISL_454552	0.000334641	2020.26229508197	43	Asia
EPI_ISL_454585	0.000478828000000001	2020.33879781421	86	Asia
EPI_ISL_454648	0.000311824	2020.31967213115	70	North America
EPI_ISL_454659	0.000133585	2020.3606557377	22	North America
EPI_ISL_454676	0.000200317	2020.3606557377	18	North America
EPI_ISL_454686	0.000200282	2020.27868852459	18	North America
EPI_ISL_454692	0.000267156	2020.19672131148	30	North America
EPI_ISL_454722	0.000233825	2020.28961748634	46	North America
EPI_ISL_454729	0.000412018	2020.28961748634	74	North America
EPI_ISL_454769	0.00040077	2020.22677595628	65	Europe
EPI_ISL_454784	0.000467536	2020.30601092896	68	Europe
EPI_ISL_454792	0.000423035	2020.2349726776	71	Europe
EPI_ISL_454831	0.000346271	2020.32513661202	33	Asia
EPI_ISL_454858	0.000308721	2020.2650273224	40	Asia
EPI_ISL_454924	0.000133625	2020.15846994536	23	Asia
EPI_ISL_454934	0.000166991	2020.11202185792	23	Asia
EPI_ISL_454938	0.000133622	2020.16666666667	23	Asia
EPI_ISL_454952	6.6818e-05	2020.13387978142	11	Asia
EPI_ISL_454961	0.000167	2020.2131147541	28	Asia
EPI_ISL_455064	0.000267218	2020.23224043716	46	Oceania
EPI_ISL_455075	0.000346131	2020.22950819672	61	Oceania
EPI_ISL_455093	0.000445348	2020.3825136612	71	Oceania
EPI_ISL_455102	0.00041198	2020.31967213115	74	Europe
EPI_ISL_455104	0.000445368	2020.34426229508	77	Europe
EPI_ISL_455114	0.000238226	2020.24590163934	43	Europe
EPI_ISL_455120	0.000200245	2020.25409836066	10	Europe
EPI_ISL_455131	0.00050222	2020.25136612022	69	Europe
EPI_ISL_455134	0.000300576	2020.25409836066	55	Europe
EPI_ISL_455135	0.000401048	2020.25409836066	74	Europe
EPI_ISL_455141	0.000200687	2020.25409836066	23	Europe
EPI_ISL_455156	0.000334001	2020.26229508197	56	Europe
EPI_ISL_455157	0.000367437	2020.26229508197	69	Europe
EPI_ISL_455196	0.000434109	2020.24590163934	62	Europe
EPI_ISL_455210	0.000367429	2020.2131147541	69	Europe
EPI_ISL_455216	0.000400786	2020.22677595628	72	Europe
EPI_ISL_455233	0.000467809	2020.26229508197	66	Europe
EPI_ISL_455255	0.000166918	2020.24316939891	16	Europe
EPI_ISL_455299	0.000334061	2020.2650273224	67	Europe
EPI_ISL_455303	0.000411929	2020.26775956284	66	Europe
EPI_ISL_455313	0.000378543	2020.25136612022	65	Asia
EPI_ISL_455327	0.000233812	2020.16666666667	45	Europe
EPI_ISL_455340	0.000133493	2020.17486338798	7	Europe
EPI_ISL_455342	0.000166989	2020.1693989071	11	Europe
EPI_ISL_455371	0.000100189	2020.16666666667	17	Asia
EPI_ISL_455381	0.000200313	2020.20218579235	11	Asia
EPI_ISL_455397	6.6891e-05	2020.20491803279	23	Asia
EPI_ISL_455480	0.000345116	2020.2650273224	61	Europe
EPI_ISL_455588	0.00040076	2020.22404371585	66	Asia
EPI_ISL_455590	0.000233639	2020.21584699454	10	Asia
EPI_ISL_455617	0.000412085	2020.25409836066	79	North America
EPI_ISL_455649	0.000200305	2020.30054644809	14	Asia
EPI_ISL_455655	0.000300542	2020.32786885246	42	Asia
EPI_ISL_455670	0.000367235	2020.33606557377	37	Asia
EPI_ISL_455703	0.000367474	2020.2349726776	69	Asia
EPI_ISL_455718	0.000367474	2020.27322404372	68	Asia
EPI_ISL_455742	0.000334107	2020.21584699454	73	Europe
EPI_ISL_455755	0.000200457	2020.34699453552	40	Asia
EPI_ISL_455790	0.000100686	2020.07923497268	8	Asia
EPI_ISL_455853	0.000367357	2020.1693989071	60	Europe
EPI_ISL_455886	0.000434158	2020.18032786885	73	Europe
EPI_ISL_455888	0.000333987	2020.18306010929	54	Europe
EPI_ISL_455917	0.0003688	2020.19398907104	31	Asia
EPI_ISL_455942	0.000233649	2020.20218579235	10	Asia
EPI_ISL_455973	0.00036737	2020.35519125683	54	Europe
EPI_ISL_455977	0.000267186	2020.35792349727	44	Europe
EPI_ISL_455993	0.00037858	2020.23770491803	69	North America
EPI_ISL_456016	0.000345181	2020.2349726776	60	North America
EPI_ISL_456101	0.00036751	2020.2868852459	77	South America
EPI_ISL_456111	0.00036742	2020.31147540984	67	North America
EPI_ISL_456148	0.000345131	2020.20491803279	56	South America
EPI_ISL_456169	0.00016698	2020.21584699454	29	Oceania
EPI_ISL_456176	0.000133638	2020.20491803279	21	Oceania
EPI_ISL_456179	0.000278419	2020.20491803279	60	Oceania
EPI_ISL_456219	0.000300672	2020.21857923497	56	Oceania
EPI_ISL_456230	0.000367416	2020.22677595628	51	Oceania
EPI_ISL_456236	0.000367191	2020.22404371585	32	Oceania
EPI_ISL_456244	0.000378522	2020.23224043716	59	Oceania
EPI_ISL_456254	0.000383939	2020.23224043716	32	Oceania
EPI_ISL_456282	0.000378637	2020.24043715847	69	Oceania
EPI_ISL_456287	0.000345196	2020.24590163934	70	Oceania
EPI_ISL_456288	0.000233802	2020.24316939891	24	Oceania
EPI_ISL_456365	0.000267228	2020.27049180328	49	Oceania
EPI_ISL_456376	0.00037867	2020.25956284153	79	Oceania
EPI_ISL_456380	0.000300664	2020.2868852459	64	Oceania
EPI_ISL_456383	0.000345162	2020.2868852459	64	Oceania
EPI_ISL_456386	0.000378554	2020.2868852459	57	Oceania
EPI_ISL_456541	0.000445377	2020.33333333333	74	Oceania
EPI_ISL_456543	0.000478904	2020.35245901639	72	Oceania
EPI_ISL_456560	0.000478731	2020.3606557377	74	Oceania
EPI_ISL_456619	0.000501175	2020.37978142077	82	Oceania
EPI_ISL_456708	0.000400792	2020.37978142077	61	Europe
EPI_ISL_456723	0.000460804	2020.37978142077	69	Europe
EPI_ISL_456733	0.000467559	2020.37978142077	59	Europe
EPI_ISL_456739	0.000434084	2020.37978142077	65	Europe
EPI_ISL_456745	0.000467515	2020.38797814208	66	Europe
EPI_ISL_456750	0.000445216	2020.38524590164	56	Europe
EPI_ISL_456758	0.000434141	2020.26775956284	63	Europe
EPI_ISL_456815	0.00030629	2020.34699453552	45	Europe
EPI_ISL_456835	0.00020036	2020.34699453552	18	Europe
EPI_ISL_456839	0.000267512	2020.34699453552	59	Europe
EPI_ISL_456891	0.000233879	2020.2650273224	50	Europe
EPI_ISL_456922	0.000334084	2020.29508196721	64	Europe
EPI_ISL_456924	0.000367418	2020.29508196721	61	Europe
EPI_ISL_456930	0.000367379	2020.30054644809	55	Europe
EPI_ISL_456956	0.000300595	2020.24316939891	51	Europe
EPI_ISL_456958	0.000534281	2020.31147540984	68	Europe
EPI_ISL_457052	0.000334089000000001	2020.24590163934	73	Europe
EPI_ISL_457068	0.000400803	2020.27322404372	72	Europe
EPI_ISL_457091	0.000333983	2020.27595628415	57	Europe
EPI_ISL_457094	0.000367351	2020.29234972678	57	Europe
EPI_ISL_457104	0.000278459	2020.29234972678	69	Europe
EPI_ISL_457124	0.000200875	2020.20765027322	18	Europe
EPI_ISL_457128	0.00016703	2020.23224043716	34	Europe
EPI_ISL_457141	0.000300662	2020.27049180328	64	Europe
EPI_ISL_457159	0.000334099000000001	2020.26775956284	73	Europe
EPI_ISL_457220	0.000307343	2020.28415300546	69	Europe
EPI_ISL_457303	0.000334039	2020.3087431694	31	Europe
EPI_ISL_457378	0.000500916	2020.32513661202	71	Europe
